img1,img2,distance
..\image_labeling\data\labeled\intact\frames_3ba57ecff859_img2.jpg,..\image_labeling\data\labeled\intact\frames_3ba57ecff859_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_3bc32571489b_img1.jpg,..\image_labeling\data\labeled\intact\frames_3bc32571489b_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_3caf9921ae72_img1.jpg,..\image_labeling\data\labeled\intact\frames_3caf9921ae72_img2.jpg,10
..\image_labeling\data\labeled\intact\frames_3caf9921ae72_img1.jpg,..\image_labeling\data\labeled\intact\frames_3caf9921ae72_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_3caf9921ae72_img1.jpg,..\image_labeling\data\labeled\intact\frames_d0a4364bfe3d_img1.jpg,10
..\image_labeling\data\labeled\intact\frames_3caf9921ae72_img2.jpg,..\image_labeling\data\labeled\intact\frames_3caf9921ae72_img3.jpg,6
..\image_labeling\data\labeled\intact\frames_3caf9921ae72_img2.jpg,..\image_labeling\data\labeled\intact\frames_d0a4364bfe3d_img1.jpg,4
..\image_labeling\data\labeled\intact\frames_3caf9921ae72_img2.jpg,..\image_labeling\data\labeled\intact\frames_d0a4364bfe3d_img2.jpg,6
..\image_labeling\data\labeled\intact\frames_3caf9921ae72_img2.jpg,..\image_labeling\data\labeled\intact\frames_d0a4364bfe3d_img3.jpg,10
..\image_labeling\data\labeled\intact\frames_3caf9921ae72_img3.jpg,..\image_labeling\data\labeled\intact\frames_d0a4364bfe3d_img1.jpg,2
..\image_labeling\data\labeled\intact\frames_3cfab8a8cc30_img2.jpg,..\image_labeling\data\labeled\intact\frames_3cfab8a8cc30_img3.jpg,2
..\image_labeling\data\labeled\intact\frames_3ea17efbfa17_img1.jpg,..\image_labeling\data\labeled\intact\frames_3ea17efbfa17_img2.jpg,8
..\image_labeling\data\labeled\intact\frames_3ea17efbfa17_img1.jpg,..\image_labeling\data\labeled\intact\frames_3ea17efbfa17_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_3ea17efbfa17_img2.jpg,..\image_labeling\data\labeled\intact\frames_3ea17efbfa17_img3.jpg,6
..\image_labeling\data\labeled\intact\frames_3f6226ab7c34_img1.jpg,..\image_labeling\data\labeled\intact\frames_cd5b44f7459c_img1.jpg,2
..\image_labeling\data\labeled\intact\frames_4196bb690208_img1.jpg,..\image_labeling\data\labeled\intact\frames_4196bb690208_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_4207e223663e_img1.jpg,..\image_labeling\data\labeled\intact\frames_4207e223663e_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_4207e223663e_img1.jpg,..\image_labeling\data\labeled\intact\frames_4207e223663e_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_4207e223663e_img2.jpg,..\image_labeling\data\labeled\intact\frames_4207e223663e_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_4224d27e2c57_img1.jpg,..\image_labeling\data\labeled\intact\frames_6834e7189c78_img1.jpg,4
..\image_labeling\data\labeled\intact\frames_4224d27e2c57_img1.jpg,..\image_labeling\data\labeled\intact\frames_6834e7189c78_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_4224d27e2c57_img3.jpg,..\image_labeling\data\labeled\intact\frames_6834e7189c78_img3.jpg,0
..\image_labeling\data\labeled\intact\frames_4241946a208b_img1.jpg,..\image_labeling\data\labeled\intact\frames_4241946a208b_img2.jpg,8
..\image_labeling\data\labeled\intact\frames_4241946a208b_img3.jpg,..\image_labeling\data\labeled\intact\frames_8e8ecb5e7d0d_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_42f5883728a7_img1.jpg,..\image_labeling\data\labeled\intact\frames_42f5883728a7_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_42f5883728a7_img1.jpg,..\image_labeling\data\labeled\intact\frames_42f5883728a7_img3.jpg,2
..\image_labeling\data\labeled\intact\frames_42f5883728a7_img2.jpg,..\image_labeling\data\labeled\intact\frames_42f5883728a7_img3.jpg,2
..\image_labeling\data\labeled\intact\frames_43047527bc5a_img1.jpg,..\image_labeling\data\labeled\intact\frames_43047527bc5a_img2.jpg,10
..\image_labeling\data\labeled\intact\frames_436a99061b69_img1.jpg,..\image_labeling\data\labeled\intact\frames_436a99061b69_img2.jpg,4
..\image_labeling\data\labeled\intact\frames_43b8e6fff534_img2.jpg,..\image_labeling\data\labeled\intact\frames_43b8e6fff534_img3.jpg,6
..\image_labeling\data\labeled\intact\frames_44aa7e63cd6f_img1.jpg,..\image_labeling\data\labeled\intact\frames_44aa7e63cd6f_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_44aa7e63cd6f_img1.jpg,..\image_labeling\data\labeled\intact\frames_44aa7e63cd6f_img3.jpg,2
..\image_labeling\data\labeled\intact\frames_44aa7e63cd6f_img2.jpg,..\image_labeling\data\labeled\intact\frames_44aa7e63cd6f_img3.jpg,0
..\image_labeling\data\labeled\intact\frames_44d9a012e5a7_img2.jpg,..\image_labeling\data\labeled\intact\frames_44d9a012e5a7_img3.jpg,6
..\image_labeling\data\labeled\intact\frames_45307cae4803_img1.jpg,..\image_labeling\data\labeled\intact\frames_45307cae4803_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_464142d28d20_img2.jpg,..\image_labeling\data\labeled\intact\frames_e76d5482d981_img2.jpg,4
..\image_labeling\data\labeled\intact\frames_464142d28d20_img3.jpg,..\image_labeling\data\labeled\intact\frames_e76d5482d981_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_46b778f182c2_img1.jpg,..\image_labeling\data\labeled\intact\frames_46b778f182c2_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_46b778f182c2_img1.jpg,..\image_labeling\data\labeled\intact\frames_46b778f182c2_img3.jpg,2
..\image_labeling\data\labeled\intact\frames_46b778f182c2_img1.jpg,..\image_labeling\data\labeled\intact\frames_59e6225f8ffb_img1.jpg,4
..\image_labeling\data\labeled\intact\frames_46b778f182c2_img1.jpg,..\image_labeling\data\labeled\intact\frames_59e6225f8ffb_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_46b778f182c2_img1.jpg,..\image_labeling\data\labeled\intact\frames_59e6225f8ffb_img3.jpg,6
..\image_labeling\data\labeled\intact\frames_46b778f182c2_img2.jpg,..\image_labeling\data\labeled\intact\frames_46b778f182c2_img3.jpg,0
..\image_labeling\data\labeled\intact\frames_46b778f182c2_img2.jpg,..\image_labeling\data\labeled\intact\frames_59e6225f8ffb_img1.jpg,4
..\image_labeling\data\labeled\intact\frames_46b778f182c2_img2.jpg,..\image_labeling\data\labeled\intact\frames_59e6225f8ffb_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_46b778f182c2_img2.jpg,..\image_labeling\data\labeled\intact\frames_59e6225f8ffb_img3.jpg,6
..\image_labeling\data\labeled\intact\frames_46b778f182c2_img3.jpg,..\image_labeling\data\labeled\intact\frames_59e6225f8ffb_img1.jpg,4
..\image_labeling\data\labeled\intact\frames_46b778f182c2_img3.jpg,..\image_labeling\data\labeled\intact\frames_59e6225f8ffb_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_46b778f182c2_img3.jpg,..\image_labeling\data\labeled\intact\frames_59e6225f8ffb_img3.jpg,6
..\image_labeling\data\labeled\intact\frames_487f16476ada_img1.jpg,..\image_labeling\data\labeled\intact\frames_487f16476ada_img2.jpg,8
..\image_labeling\data\labeled\intact\frames_487f16476ada_img2.jpg,..\image_labeling\data\labeled\intact\frames_803ef30c8b4c_img1.jpg,8
..\image_labeling\data\labeled\intact\frames_487f16476ada_img2.jpg,..\image_labeling\data\labeled\intact\frames_803ef30c8b4c_img2.jpg,8
..\image_labeling\data\labeled\intact\frames_487f16476ada_img2.jpg,..\image_labeling\data\labeled\intact\frames_803ef30c8b4c_img3.jpg,10
..\image_labeling\data\labeled\intact\frames_487f16476ada_img3.jpg,..\image_labeling\data\labeled\intact\frames_803ef30c8b4c_img1.jpg,10
..\image_labeling\data\labeled\intact\frames_487f16476ada_img3.jpg,..\image_labeling\data\labeled\intact\frames_803ef30c8b4c_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_4960f1879148_img2.jpg,..\image_labeling\data\labeled\intact\frames_4960f1879148_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_49c8d119f1a2_img1.jpg,..\image_labeling\data\labeled\intact\frames_49c8d119f1a2_img2.jpg,0
..\image_labeling\data\labeled\intact\frames_49ea9c10e705_img1.jpg,..\image_labeling\data\labeled\intact\frames_49ea9c10e705_img2.jpg,0
..\image_labeling\data\labeled\intact\frames_4a9dda400ae8_img2.jpg,..\image_labeling\data\labeled\intact\frames_4a9dda400ae8_img3.jpg,10
..\image_labeling\data\labeled\intact\frames_4abb5aaa0ad8_img1.jpg,..\image_labeling\data\labeled\intact\frames_4abb5aaa0ad8_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_4abb5aaa0ad8_img2.jpg,..\image_labeling\data\labeled\intact\frames_4abb5aaa0ad8_img3.jpg,10
..\image_labeling\data\labeled\intact\frames_4ba49dfe5658_img1.jpg,..\image_labeling\data\labeled\intact\frames_6b516b4dca9c_img1.jpg,8
..\image_labeling\data\labeled\intact\frames_4ba49dfe5658_img1.jpg,..\image_labeling\data\labeled\intact\frames_6b516b4dca9c_img2.jpg,8
..\image_labeling\data\labeled\intact\frames_4ba49dfe5658_img2.jpg,..\image_labeling\data\labeled\intact\frames_4ba49dfe5658_img3.jpg,6
..\image_labeling\data\labeled\intact\frames_4ba49dfe5658_img2.jpg,..\image_labeling\data\labeled\intact\frames_6b516b4dca9c_img1.jpg,8
..\image_labeling\data\labeled\intact\frames_4ba49dfe5658_img2.jpg,..\image_labeling\data\labeled\intact\frames_6b516b4dca9c_img2.jpg,8
..\image_labeling\data\labeled\intact\frames_4ba49dfe5658_img2.jpg,..\image_labeling\data\labeled\intact\frames_6b516b4dca9c_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_4ba49dfe5658_img3.jpg,..\image_labeling\data\labeled\intact\frames_6b516b4dca9c_img3.jpg,2
..\image_labeling\data\labeled\intact\frames_4bb0946f55c4_img1.jpg,..\image_labeling\data\labeled\intact\frames_4bb0946f55c4_img2.jpg,4
..\image_labeling\data\labeled\intact\frames_4bb0946f55c4_img1.jpg,..\image_labeling\data\labeled\intact\frames_4bb0946f55c4_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_4bb0946f55c4_img2.jpg,..\image_labeling\data\labeled\intact\frames_4bb0946f55c4_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_4d22d1635f56_img1.jpg,..\image_labeling\data\labeled\intact\frames_4d22d1635f56_img2.jpg,0
..\image_labeling\data\labeled\intact\frames_4d22d1635f56_img1.jpg,..\image_labeling\data\labeled\intact\frames_4d22d1635f56_img3.jpg,0
..\image_labeling\data\labeled\intact\frames_4d22d1635f56_img2.jpg,..\image_labeling\data\labeled\intact\frames_4d22d1635f56_img3.jpg,0
..\image_labeling\data\labeled\intact\frames_4e55c26e440b_img2.jpg,..\image_labeling\data\labeled\intact\frames_4e55c26e440b_img3.jpg,10
..\image_labeling\data\labeled\intact\frames_4e93c1bb1d8f_img2.jpg,..\image_labeling\data\labeled\intact\frames_4e93c1bb1d8f_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_50341015f200_img1.jpg,..\image_labeling\data\labeled\intact\frames_50341015f200_img2.jpg,4
..\image_labeling\data\labeled\intact\frames_52889adfadda_img1.jpg,..\image_labeling\data\labeled\intact\frames_52889adfadda_img2.jpg,8
..\image_labeling\data\labeled\intact\frames_53125b95c0b8_img2.jpg,..\image_labeling\data\labeled\intact\frames_53125b95c0b8_img3.jpg,10
..\image_labeling\data\labeled\intact\frames_5473fa0d4a82_img1.jpg,..\image_labeling\data\labeled\intact\frames_5473fa0d4a82_img2.jpg,8
..\image_labeling\data\labeled\intact\frames_554ac3cc84a8_img2.jpg,..\image_labeling\data\labeled\intact\frames_554ac3cc84a8_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_55a755b16e8d_img2.jpg,..\image_labeling\data\labeled\intact\frames_55a755b16e8d_img3.jpg,0
..\image_labeling\data\labeled\intact\frames_561f3144c892_img1.jpg,..\image_labeling\data\labeled\intact\frames_561f3144c892_img2.jpg,4
..\image_labeling\data\labeled\intact\frames_561f3144c892_img1.jpg,..\image_labeling\data\labeled\intact\frames_561f3144c892_img3.jpg,6
..\image_labeling\data\labeled\intact\frames_561f3144c892_img2.jpg,..\image_labeling\data\labeled\intact\frames_561f3144c892_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_572ed7c10fb4_img1.jpg,..\image_labeling\data\labeled\intact\frames_572ed7c10fb4_img2.jpg,10
..\image_labeling\data\labeled\intact\frames_572ed7c10fb4_img2.jpg,..\image_labeling\data\labeled\intact\frames_572ed7c10fb4_img3.jpg,10
..\image_labeling\data\labeled\intact\frames_57b546b73cb4_img1.jpg,..\image_labeling\data\labeled\intact\frames_57b546b73cb4_img2.jpg,4
..\image_labeling\data\labeled\intact\frames_57b546b73cb4_img1.jpg,..\image_labeling\data\labeled\intact\frames_57b546b73cb4_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_57b546b73cb4_img2.jpg,..\image_labeling\data\labeled\intact\frames_57b546b73cb4_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_59e6225f8ffb_img1.jpg,..\image_labeling\data\labeled\intact\frames_59e6225f8ffb_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_59e6225f8ffb_img1.jpg,..\image_labeling\data\labeled\intact\frames_59e6225f8ffb_img3.jpg,2
..\image_labeling\data\labeled\intact\frames_59e6225f8ffb_img2.jpg,..\image_labeling\data\labeled\intact\frames_59e6225f8ffb_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_5a602c937604_img1.jpg,..\image_labeling\data\labeled\intact\frames_5a602c937604_img2.jpg,4
..\image_labeling\data\labeled\intact\frames_5a602c937604_img1.jpg,..\image_labeling\data\labeled\intact\frames_5a602c937604_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_5a602c937604_img2.jpg,..\image_labeling\data\labeled\intact\frames_5a602c937604_img3.jpg,2
..\image_labeling\data\labeled\intact\frames_5aa5d05469d6_img1.jpg,..\image_labeling\data\labeled\intact\frames_5aa5d05469d6_img2.jpg,6
..\image_labeling\data\labeled\intact\frames_5aa5d05469d6_img1.jpg,..\image_labeling\data\labeled\intact\frames_5aa5d05469d6_img3.jpg,10
..\image_labeling\data\labeled\intact\frames_5aa5d05469d6_img2.jpg,..\image_labeling\data\labeled\intact\frames_5aa5d05469d6_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_5b102e1cc974_img1.jpg,..\image_labeling\data\labeled\intact\frames_c76d35efe41e_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_5b102e1cc974_img2.jpg,..\image_labeling\data\labeled\intact\frames_c76d35efe41e_img3.jpg,0
..\image_labeling\data\labeled\intact\frames_5cccfb10e5fa_img1.jpg,..\image_labeling\data\labeled\intact\frames_5cccfb10e5fa_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_5cccfb10e5fa_img1.jpg,..\image_labeling\data\labeled\intact\frames_5cccfb10e5fa_img3.jpg,2
..\image_labeling\data\labeled\intact\frames_5cccfb10e5fa_img2.jpg,..\image_labeling\data\labeled\intact\frames_5cccfb10e5fa_img3.jpg,0
..\image_labeling\data\labeled\intact\frames_5f06db25f61c_img1.jpg,..\image_labeling\data\labeled\intact\frames_5f06db25f61c_img2.jpg,6
..\image_labeling\data\labeled\intact\frames_5f06db25f61c_img1.jpg,..\image_labeling\data\labeled\intact\frames_5f06db25f61c_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_5f06db25f61c_img2.jpg,..\image_labeling\data\labeled\intact\frames_5f06db25f61c_img3.jpg,2
..\image_labeling\data\labeled\intact\frames_5f5835552f6d_img1.jpg,..\image_labeling\data\labeled\intact\frames_5f5835552f6d_img2.jpg,0
..\image_labeling\data\labeled\intact\frames_5f5835552f6d_img1.jpg,..\image_labeling\data\labeled\intact\frames_f8c86f54398c_img2.jpg,8
..\image_labeling\data\labeled\intact\frames_5f5835552f6d_img1.jpg,..\image_labeling\data\labeled\intact\frames_f8c86f54398c_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_5f5835552f6d_img2.jpg,..\image_labeling\data\labeled\intact\frames_f8c86f54398c_img2.jpg,8
..\image_labeling\data\labeled\intact\frames_5f5835552f6d_img2.jpg,..\image_labeling\data\labeled\intact\frames_f8c86f54398c_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_601a60cd8ba3_img3.jpg,..\image_labeling\data\labeled\intact\frames_f26a6ca5903d_img3.jpg,2
..\image_labeling\data\labeled\intact\frames_60f9f759dd4d_img2.jpg,..\image_labeling\data\labeled\intact\frames_60f9f759dd4d_img3.jpg,10
..\image_labeling\data\labeled\intact\frames_61268b032703_img2.jpg,..\image_labeling\data\labeled\intact\frames_61268b032703_img3.jpg,2
..\image_labeling\data\labeled\intact\frames_6127af916e3e_img1.jpg,..\image_labeling\data\labeled\intact\frames_6127af916e3e_img2.jpg,10
..\image_labeling\data\labeled\intact\frames_6127af916e3e_img1.jpg,..\image_labeling\data\labeled\intact\frames_6127af916e3e_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_61c955d90b7e_img1.jpg,..\image_labeling\data\labeled\intact\frames_61c955d90b7e_img2.jpg,4
..\image_labeling\data\labeled\intact\frames_61c955d90b7e_img1.jpg,..\image_labeling\data\labeled\intact\frames_61c955d90b7e_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_61c955d90b7e_img2.jpg,..\image_labeling\data\labeled\intact\frames_61c955d90b7e_img3.jpg,2
..\image_labeling\data\labeled\intact\frames_62b3ded2ad89_img1.jpg,..\image_labeling\data\labeled\intact\frames_62b3ded2ad89_img2.jpg,8
..\image_labeling\data\labeled\intact\frames_62b3ded2ad89_img2.jpg,..\image_labeling\data\labeled\intact\frames_62b3ded2ad89_img3.jpg,6
..\image_labeling\data\labeled\intact\frames_62db5f7f2add_img1.jpg,..\image_labeling\data\labeled\intact\frames_62db5f7f2add_img2.jpg,0
..\image_labeling\data\labeled\intact\frames_62db5f7f2add_img1.jpg,..\image_labeling\data\labeled\intact\frames_62db5f7f2add_img3.jpg,6
..\image_labeling\data\labeled\intact\frames_62db5f7f2add_img2.jpg,..\image_labeling\data\labeled\intact\frames_62db5f7f2add_img3.jpg,6
..\image_labeling\data\labeled\intact\frames_62e476446894_img1.jpg,..\image_labeling\data\labeled\intact\frames_62e476446894_img2.jpg,10
..\image_labeling\data\labeled\intact\frames_66fa2d875941_img1.jpg,..\image_labeling\data\labeled\intact\frames_66fa2d875941_img2.jpg,4
..\image_labeling\data\labeled\intact\frames_6834e7189c78_img1.jpg,..\image_labeling\data\labeled\intact\frames_6834e7189c78_img2.jpg,4
..\image_labeling\data\labeled\intact\frames_68f36e828a9d_img1.jpg,..\image_labeling\data\labeled\intact\frames_68f36e828a9d_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_6b516b4dca9c_img1.jpg,..\image_labeling\data\labeled\intact\frames_6b516b4dca9c_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_6b92a35d37cf_img2.jpg,..\image_labeling\data\labeled\intact\frames_6b92a35d37cf_img3.jpg,10
..\image_labeling\data\labeled\intact\frames_6c1b51c0b3b7_img2.jpg,..\image_labeling\data\labeled\intact\frames_6c1b51c0b3b7_img3.jpg,0
..\image_labeling\data\labeled\intact\frames_6c75b24ed9cb_img3.jpg,..\image_labeling\data\labeled\intact\frames_e743df4e7498_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_6e5e0d3c98c2_img1.jpg,..\image_labeling\data\labeled\intact\frames_6e5e0d3c98c2_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_6e5e0d3c98c2_img2.jpg,..\image_labeling\data\labeled\intact\frames_6e5e0d3c98c2_img3.jpg,10
..\image_labeling\data\labeled\intact\frames_6f0301a268fb_img1.jpg,..\image_labeling\data\labeled\intact\frames_6f0301a268fb_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_6f0301a268fb_img1.jpg,..\image_labeling\data\labeled\intact\frames_e354fc823c13_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_6f0301a268fb_img3.jpg,..\image_labeling\data\labeled\intact\frames_e354fc823c13_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_6ff89c8e9e6f_img1.jpg,..\image_labeling\data\labeled\intact\frames_6ff89c8e9e6f_img3.jpg,6
..\image_labeling\data\labeled\intact\frames_701f6aed6f05_img2.jpg,..\image_labeling\data\labeled\intact\frames_9f8b2a52a53f_img1.jpg,6
..\image_labeling\data\labeled\intact\frames_705f722ed759_img1.jpg,..\image_labeling\data\labeled\intact\frames_705f722ed759_img2.jpg,2
..\image_labeling\data\labeled\intact\frames_705f722ed759_img1.jpg,..\image_labeling\data\labeled\intact\frames_705f722ed759_img3.jpg,2
..\image_labeling\data\labeled\intact\frames_705f722ed759_img2.jpg,..\image_labeling\data\labeled\intact\frames_705f722ed759_img3.jpg,2
